Transaction ID,Applicant ID,Transaction Date,Merchant,Category,Amount (INR)
TXN01209,AP0404,2024-04-17,Zomato,Travel,15641.95
TXN01210,AP0964,2024-08-02,Swiggy,Entertainment,13662.3
TXN01211,AP0712,2024-01-08,MakeMyTrip,Groceries,22203.72
TXN01212,AP0189,2025-01-07,MakeMyTrip,Travel,3550.92
TXN01213,AP0348,2024-01-27,Swiggy,Groceries,10710.5
TXN01214,AP0466,2023-03-11,Swiggy,Shopping,22380.49
TXN01215,AP0164,2023-01-22,Zomato,Dining,48146.42
TXN01216,AP0152,2024-07-20,Ola,Shopping,11669.56
TXN01217,AP0280,2025-03-11,Myntra,Entertainment,45687.98
TXN01218,AP0331,2023-08-18,Swiggy,Shopping,13385.17
TXN01219,AP0450,2023-07-29,Zomato,Utilities,21673.05
TXN01220,AP0982,2024-10-23,Amazon,Shopping,25063.35
TXN01221,AP0139,2024-06-16,Uber,Dining,6903.16
TXN01222,AP0074,2023-09-22,Myntra,Dining,19663.85
TXN01223,AP0075,2025-03-14,Ola,Utilities,5067.7
TXN01224,AP0462,2024-02-12,Swiggy,Dining,49405.21
TXN01225,AP0801,2023-06-10,MakeMyTrip,Groceries,46956.11
TXN01226,AP0148,2024-05-10,Swiggy,Shopping,35379.51
TXN01227,AP0251,2024-09-06,Myntra,Shopping,40888.03
TXN01228,AP0942,2023-03-29,Swiggy,Travel,35730.98
TXN01229,AP0960,2023-12-21,MakeMyTrip,Entertainment,23065.91
TXN01230,AP0228,2023-05-10,Myntra,Groceries,7709.93
TXN01231,AP0910,2024-02-15,Big Bazaar,Shopping,43586.8
TXN01232,AP0017,2024-08-07,Uber,Entertainment,10755.09
TXN01233,AP0787,2024-05-21,Ola,Groceries,33465.23
TXN01234,AP0695,2025-03-16,IRCTC,Dining,19943.38
TXN01235,AP0987,2024-04-06,Myntra,Groceries,35488.86
TXN01236,AP0750,2024-12-08,Swiggy,Travel,41287.09
TXN01237,AP0644,2024-10-31,Myntra,Entertainment,4404.22
TXN01238,AP0611,2023-01-01,Swiggy,Utilities,2741.1
TXN01239,AP0073,2023-01-30,Zomato,Utilities,21168.23
TXN01240,AP0328,2023-07-31,Ola,Utilities,17358.46
TXN01241,AP0278,2023-02-02,Uber,Groceries,44265.97
TXN01242,AP0387,2024-12-28,Big Bazaar,Utilities,17894.53
TXN01243,AP0760,2023-11-30,Swiggy,Entertainment,27480.24
TXN01244,AP0940,2023-12-10,Uber,Entertainment,45333.98
TXN01245,AP0628,2024-05-15,Myntra,Shopping,17959.09
TXN01246,AP0026,2023-05-27,Big Bazaar,Dining,49189.92
TXN01247,AP0756,2023-02-07,Zomato,Dining,27135.84
TXN01248,AP0892,2024-02-29,Myntra,Utilities,1379.32
TXN01249,AP0504,2023-07-30,Big Bazaar,Dining,34304.99
TXN01250,AP0526,2023-10-05,MakeMyTrip,Shopping,16669.28
TXN01251,AP0864,2023-07-21,MakeMyTrip,Utilities,49615.55
TXN01252,AP0818,2023-11-15,Swiggy,Entertainment,37963.37
TXN01253,AP0497,2023-05-27,Myntra,Utilities,39580.14
TXN01254,AP0350,2024-08-20,Myntra,Groceries,49737.95
TXN01255,AP0801,2024-03-29,Flipkart,Utilities,44337.69
TXN01256,AP0749,2023-03-21,Zomato,Groceries,29266.53
TXN01257,AP0386,2024-11-28,Ola,Shopping,19202.89
TXN01258,AP0255,2023-03-20,IRCTC,Shopping,42059.69
TXN01259,AP0271,2024-02-04,Zomato,Groceries,24002.53
TXN01260,AP0643,2023-06-23,Big Bazaar,Utilities,23188.58
TXN01261,AP0374,2024-02-19,Zomato,Utilities,25456.91
TXN01262,AP0970,2025-01-14,Flipkart,Entertainment,3065.72
TXN01263,AP0345,2024-07-26,Big Bazaar,Shopping,13650.34
TXN01264,AP0031,2024-08-12,Zomato,Groceries,38102.48
TXN01265,AP0782,2024-10-03,Zomato,Dining,21379.18
TXN01266,AP0225,2023-10-09,MakeMyTrip,Shopping,37849.48
TXN01267,AP0261,2023-09-01,Swiggy,Shopping,29227.9
TXN01268,AP0976,2023-06-30,Ola,Dining,23435.69
TXN01269,AP0525,2023-11-18,Big Bazaar,Travel,21583.06
TXN01270,AP0691,2024-05-11,Flipkart,Utilities,42171.82
TXN01271,AP0526,2025-02-03,Uber,Travel,40345.21
TXN01272,AP0010,2024-10-16,MakeMyTrip,Travel,48053.67
TXN01273,AP0130,2024-03-07,Amazon,Travel,7834.64
TXN01274,AP0072,2024-02-27,MakeMyTrip,Groceries,20343.0
TXN01275,AP0499,2024-11-18,MakeMyTrip,Groceries,11253.3
TXN01276,AP0301,2024-06-17,Swiggy,Entertainment,23202.7
TXN01277,AP0908,2025-01-22,Swiggy,Travel,33967.43
TXN01278,AP0433,2024-05-05,Ola,Shopping,11681.64
TXN01279,AP0502,2025-03-09,MakeMyTrip,Dining,22140.51
TXN01280,AP0976,2023-02-21,Swiggy,Shopping,1440.28
TXN01281,AP0891,2023-02-21,Big Bazaar,Shopping,46419.81
TXN01282,AP0948,2023-10-17,IRCTC,Utilities,8277.05
TXN01283,AP0304,2025-02-27,Big Bazaar,Travel,14201.36
TXN01284,AP0823,2023-07-01,Ola,Utilities,43943.06
TXN01285,AP0011,2023-08-25,Ola,Utilities,12625.24
TXN01286,AP0995,2024-08-04,Swiggy,Shopping,21781.87
TXN01287,AP0208,2025-02-10,Zomato,Utilities,42992.95
TXN01288,AP0115,2023-08-06,Amazon,Dining,2372.66
TXN01289,AP0280,2025-03-29,Flipkart,Travel,11851.77
TXN01290,AP0289,2024-08-20,Big Bazaar,Dining,49153.01
TXN01291,AP0856,2024-09-14,Swiggy,Travel,22887.83
TXN01292,AP0206,2024-05-10,Swiggy,Utilities,34174.2
TXN01293,AP0534,2025-02-25,Uber,Entertainment,14124.29
TXN01294,AP0710,2025-03-03,Ola,Utilities,13524.86
TXN01295,AP0862,2024-04-30,IRCTC,Shopping,15357.93
TXN01296,AP0594,2024-04-23,Myntra,Shopping,8155.97
TXN01297,AP0231,2024-01-22,IRCTC,Utilities,42561.86
TXN01298,AP0954,2024-07-30,Ola,Dining,3742.64
TXN01299,AP0228,2023-05-15,Big Bazaar,Entertainment,43000.22
TXN01300,AP0634,2023-02-19,Ola,Shopping,4261.41
TXN01301,AP0573,2024-09-30,MakeMyTrip,Utilities,3172.84
TXN01302,AP0756,2024-01-07,Zomato,Shopping,10409.43
TXN01303,AP0777,2023-09-14,Uber,Entertainment,39333.34
TXN01304,AP0128,2023-09-14,Uber,Travel,8822.76
TXN01305,AP0791,2024-01-19,Myntra,Shopping,894.78
TXN01306,AP0706,2024-03-14,Zomato,Entertainment,17610.3
TXN01307,AP0593,2025-01-30,Ola,Groceries,45339.9
TXN01308,AP0053,2025-03-28,MakeMyTrip,Travel,29599.88
TXN01309,AP0972,2025-01-28,Ola,Dining,38159.47
TXN01310,AP0103,2024-01-10,Zomato,Dining,36705.59
TXN01311,AP0984,2025-03-22,Zomato,Entertainment,42437.78
TXN01312,AP0137,2023-09-20,Uber,Shopping,40684.51
TXN01313,AP0607,2023-04-25,Zomato,Entertainment,46226.57
TXN01314,AP0430,2025-03-27,Swiggy,Shopping,14083.69
TXN01315,AP0622,2023-03-27,IRCTC,Dining,4187.25
TXN01316,AP0886,2023-06-03,Ola,Entertainment,30066.86
TXN01317,AP0757,2024-07-02,Myntra,Groceries,19566.14
TXN01318,AP0097,2024-02-05,Ola,Travel,20641.08
TXN01319,AP0387,2023-12-25,Uber,Travel,32183.29
TXN01320,AP0516,2023-08-10,Ola,Utilities,33706.01
TXN01321,AP0651,2024-01-17,Swiggy,Dining,3821.14
TXN01322,AP0756,2024-07-12,Zomato,Entertainment,26086.07
TXN01323,AP0652,2024-09-05,Myntra,Entertainment,7077.71
TXN01324,AP0544,2023-12-17,IRCTC,Utilities,22414.4
TXN01325,AP0816,2023-07-01,Uber,Dining,25938.72
TXN01326,AP0203,2023-03-22,Uber,Utilities,28456.23
TXN01327,AP0590,2024-09-18,Swiggy,Entertainment,49625.41
TXN01328,AP0241,2025-01-02,Uber,Entertainment,13978.63
TXN01329,AP0548,2023-01-23,Myntra,Dining,23442.29
TXN01330,AP0467,2023-05-25,Big Bazaar,Travel,6122.17
TXN01331,AP0239,2023-10-14,Ola,Dining,10764.03
TXN01332,AP0599,2023-08-29,Zomato,Travel,1082.15
TXN01333,AP0165,2024-08-31,Big Bazaar,Utilities,25228.48
TXN01334,AP0829,2023-08-16,Flipkart,Dining,5798.77
TXN01335,AP0339,2023-05-05,Uber,Shopping,30258.25
TXN01336,AP0646,2024-10-28,IRCTC,Travel,45400.74
TXN01337,AP0567,2024-04-29,Big Bazaar,Utilities,45777.91
TXN01338,AP0920,2024-04-05,Amazon,Utilities,29390.1
TXN01339,AP0316,2023-12-24,Amazon,Dining,41074.43
TXN01340,AP0214,2025-02-11,Swiggy,Travel,7077.24
TXN01341,AP0579,2024-07-26,Uber,Travel,13333.44
TXN01342,AP0105,2024-11-26,Amazon,Shopping,41901.46
TXN01343,AP0900,2024-06-05,Myntra,Utilities,12309.75
TXN01344,AP0155,2025-01-01,Uber,Utilities,1656.3
TXN01345,AP0106,2023-09-05,Uber,Dining,8352.45
TXN01346,AP0362,2025-02-03,Ola,Utilities,27356.61
TXN01347,AP0293,2023-08-25,Big Bazaar,Groceries,14930.43
TXN01348,AP0047,2023-06-20,Ola,Dining,46591.84
TXN01349,AP0280,2024-10-12,Flipkart,Groceries,47505.13
TXN01350,AP0602,2024-05-28,Amazon,Travel,47306.89
TXN01351,AP0009,2023-01-08,Swiggy,Travel,49355.44
TXN01352,AP0484,2023-07-02,Big Bazaar,Entertainment,37959.79
TXN01353,AP0528,2024-06-08,Uber,Shopping,17059.7
TXN01354,AP0117,2024-05-13,IRCTC,Shopping,18788.42
TXN01355,AP0692,2025-02-18,Zomato,Entertainment,18551.05
TXN01356,AP0726,2023-08-22,Big Bazaar,Shopping,41883.2
TXN01357,AP0034,2023-09-09,Myntra,Entertainment,21158.07
TXN01358,AP0141,2023-08-30,Amazon,Dining,44378.11
TXN01359,AP0259,2025-01-16,Myntra,Dining,514.26
TXN01360,AP0811,2023-07-25,Ola,Shopping,14990.34
TXN01361,AP0517,2023-11-11,Uber,Utilities,18099.42
TXN01362,AP0052,2023-12-05,Myntra,Utilities,31371.97
TXN01363,AP0367,2023-07-16,Swiggy,Groceries,24565.87
TXN01364,AP0496,2024-04-27,Amazon,Groceries,41892.08
TXN01365,AP0864,2023-11-20,Swiggy,Entertainment,33693.16
TXN01366,AP0357,2024-06-22,Amazon,Shopping,11141.91
TXN01367,AP0551,2024-07-27,Amazon,Dining,46286.5
TXN01368,AP0273,2025-01-28,Uber,Dining,21823.47
TXN01369,AP0019,2024-04-04,Myntra,Dining,21728.08
TXN01370,AP0296,2024-07-12,Uber,Groceries,32829.06
TXN01371,AP0997,2023-12-15,Big Bazaar,Entertainment,13039.34
TXN01372,AP0943,2024-09-08,Ola,Entertainment,17229.3
TXN01373,AP0628,2024-12-23,Flipkart,Dining,21448.74
TXN01374,AP0419,2023-07-03,Flipkart,Dining,13589.31
TXN01375,AP0406,2023-03-01,Zomato,Dining,39372.65
TXN01376,AP0941,2024-10-08,Big Bazaar,Groceries,13593.54
TXN01377,AP0080,2024-01-21,Flipkart,Travel,31954.02
TXN01378,AP0683,2024-12-24,Big Bazaar,Shopping,954.12
TXN01379,AP0091,2023-05-14,MakeMyTrip,Groceries,25010.71
TXN01380,AP0206,2023-10-10,Swiggy,Groceries,3866.55
TXN01381,AP0828,2025-02-09,Myntra,Utilities,2071.04
TXN01382,AP0256,2024-09-19,Swiggy,Dining,42310.56
TXN01383,AP0588,2023-08-30,Amazon,Travel,49627.63
TXN01384,AP0006,2024-12-14,Uber,Groceries,42138.92
TXN01385,AP0260,2023-01-22,IRCTC,Utilities,35080.02
TXN01386,AP0975,2023-10-18,Myntra,Groceries,2168.11
TXN01387,AP0625,2024-06-28,Uber,Shopping,1891.8
TXN01388,AP0761,2024-08-23,Big Bazaar,Shopping,46030.91
TXN01389,AP0225,2023-05-15,IRCTC,Entertainment,18435.28
TXN01390,AP0935,2023-07-04,Myntra,Utilities,10817.5
TXN01391,AP0637,2023-09-28,Flipkart,Entertainment,13558.13
TXN01392,AP0990,2023-11-23,Myntra,Utilities,42443.25
TXN01393,AP0458,2024-05-25,Big Bazaar,Shopping,35282.24
TXN01394,AP0830,2023-09-10,Uber,Shopping,29731.52
TXN01395,AP0145,2024-10-08,Myntra,Shopping,5506.7
TXN01396,AP0915,2024-05-19,Amazon,Shopping,14433.43
TXN01397,AP0352,2025-01-29,Ola,Utilities,44080.74
TXN01398,AP0047,2023-12-26,IRCTC,Groceries,28453.83
TXN01399,AP0300,2024-03-28,Myntra,Dining,28829.02
TXN01400,AP0414,2024-09-16,Myntra,Groceries,20014.64
TXN01401,AP0124,2024-12-09,IRCTC,Groceries,24709.94
TXN01402,AP0652,2023-04-25,Zomato,Dining,49060.93
TXN01403,AP0402,2023-01-27,Ola,Travel,28250.25
TXN01404,AP0569,2024-12-07,Big Bazaar,Groceries,11849.85
TXN01405,AP0220,2023-08-18,Zomato,Shopping,30185.88
TXN01406,AP0679,2024-10-20,IRCTC,Travel,10509.87
TXN01407,AP0652,2023-01-13,Myntra,Entertainment,6974.03
TXN01408,AP0059,2024-07-24,MakeMyTrip,Utilities,2935.22
TXN01409,AP0214,2024-02-13,Ola,Dining,37976.16
TXN01410,AP0291,2023-11-10,MakeMyTrip,Travel,29622.85
TXN01411,AP0248,2023-05-23,Flipkart,Travel,41155.05
TXN01412,AP0060,2023-11-07,IRCTC,Shopping,33927.55
TXN01413,AP0193,2023-09-08,IRCTC,Dining,14394.07
TXN01414,AP0078,2023-01-22,Uber,Dining,15638.53
TXN01415,AP0679,2024-12-14,Myntra,Shopping,39134.66
TXN01416,AP0431,2023-11-23,IRCTC,Travel,11967.77
TXN01417,AP0923,2025-03-19,Uber,Travel,182.99
TXN01418,AP0911,2024-09-23,IRCTC,Entertainment,44362.52
TXN01419,AP0740,2025-03-29,MakeMyTrip,Groceries,23336.02
TXN01420,AP0897,2024-07-29,MakeMyTrip,Shopping,32427.85
TXN01421,AP0569,2023-10-19,Big Bazaar,Utilities,16060.8
TXN01422,AP0506,2024-07-30,MakeMyTrip,Shopping,12698.56
TXN01423,AP0977,2023-10-07,Big Bazaar,Groceries,668.81
TXN01424,AP0422,2023-11-13,Amazon,Utilities,46091.65
TXN01425,AP0443,2023-06-21,MakeMyTrip,Groceries,36192.83
TXN01426,AP0885,2023-05-08,Ola,Travel,49821.88
TXN01427,AP0149,2023-10-03,IRCTC,Entertainment,13803.31
TXN01428,AP0971,2024-02-03,IRCTC,Groceries,43027.02
TXN01429,AP0705,2025-03-20,Big Bazaar,Travel,3661.83
TXN01430,AP0989,2023-05-04,Big Bazaar,Utilities,43167.91
TXN01431,AP0342,2024-08-06,Big Bazaar,Dining,29171.79
TXN01432,AP0967,2023-08-27,Amazon,Entertainment,3901.59
TXN01433,AP0463,2023-03-02,Uber,Dining,16562.97
TXN01434,AP0078,2023-05-15,Uber,Shopping,42822.72
TXN01435,AP0262,2024-05-29,Ola,Entertainment,41062.49
TXN01436,AP0588,2024-11-04,IRCTC,Utilities,34004.29
TXN01437,AP0747,2024-05-29,Zomato,Dining,7078.23
TXN01438,AP0866,2023-09-13,Zomato,Utilities,26437.98
TXN01439,AP0215,2024-09-20,Uber,Entertainment,16599.63
TXN01440,AP0853,2023-09-23,Ola,Utilities,7229.82
TXN01441,AP0085,2024-06-12,Flipkart,Travel,10011.11
TXN01442,AP0210,2024-10-21,Big Bazaar,Travel,22977.9
TXN01443,AP0703,2025-03-13,Big Bazaar,Travel,27986.73
TXN01444,AP0141,2023-04-27,Amazon,Entertainment,6455.52
TXN01445,AP0324,2023-11-05,Ola,Groceries,39011.87
TXN01446,AP0698,2025-01-21,IRCTC,Shopping,43152.21
TXN01447,AP0079,2025-03-08,Swiggy,Utilities,6119.49
TXN01448,AP0387,2023-06-28,MakeMyTrip,Utilities,5031.74
TXN01449,AP0628,2025-01-14,Flipkart,Utilities,35270.35
TXN01450,AP0406,2024-11-01,Ola,Dining,42824.97
TXN01451,AP0187,2024-08-27,MakeMyTrip,Shopping,20210.84
TXN01452,AP0142,2024-11-29,Uber,Utilities,10553.02
TXN01453,AP0416,2023-06-09,Amazon,Travel,46727.35
TXN01454,AP0120,2023-10-25,Zomato,Shopping,45275.42
TXN01455,AP0375,2024-01-28,MakeMyTrip,Dining,34221.34
TXN01456,AP0242,2023-02-11,Uber,Groceries,44779.55
TXN01457,AP0886,2023-08-11,Uber,Travel,11187.63
TXN01458,AP0463,2025-01-27,Uber,Travel,33935.6
TXN01459,AP0371,2023-06-09,Swiggy,Groceries,4314.7
TXN01460,AP0120,2023-08-05,Swiggy,Utilities,10656.44
TXN01461,AP0683,2023-05-28,Ola,Entertainment,24623.25
TXN01462,AP0810,2024-01-29,Flipkart,Travel,41914.55
TXN01463,AP0483,2024-01-27,Ola,Travel,25560.04
TXN01464,AP0147,2024-09-15,Uber,Groceries,26872.14
TXN01465,AP0517,2024-12-23,Amazon,Shopping,40682.38
TXN01466,AP0159,2023-07-13,Swiggy,Dining,25394.2
TXN01467,AP0239,2024-07-16,Ola,Dining,48968.43
TXN01468,AP0626,2025-03-03,MakeMyTrip,Entertainment,974.81
TXN01469,AP0934,2024-01-07,Ola,Travel,11820.86
TXN01470,AP0273,2024-02-20,MakeMyTrip,Travel,12038.98
TXN01471,AP0881,2023-03-14,MakeMyTrip,Groceries,37701.12
TXN01472,AP0309,2023-12-18,Flipkart,Dining,35481.52
TXN01473,AP0251,2025-02-06,IRCTC,Shopping,7906.82
TXN01474,AP0100,2025-02-05,IRCTC,Travel,49432.15
TXN01475,AP0563,2023-07-19,Uber,Shopping,27979.31
TXN01476,AP0581,2023-07-25,Myntra,Dining,43092.4
TXN01477,AP0911,2023-11-24,IRCTC,Shopping,41418.12
TXN01478,AP0548,2023-02-20,Swiggy,Travel,25096.76
TXN01479,AP0879,2025-02-27,Myntra,Entertainment,24460.46
TXN01480,AP0017,2024-11-09,Flipkart,Travel,46061.06
TXN01481,AP0338,2023-10-10,Flipkart,Utilities,19863.76
TXN01482,AP0082,2024-09-15,Amazon,Travel,1590.52
TXN01483,AP0990,2023-06-10,Zomato,Shopping,45055.22
TXN01484,AP0092,2024-07-12,Zomato,Groceries,11012.79
TXN01485,AP0030,2024-08-05,Amazon,Dining,34962.66
TXN01486,AP0900,2023-02-19,Amazon,Travel,47602.85
TXN01487,AP0350,2023-01-21,MakeMyTrip,Shopping,40311.57
TXN01488,AP0427,2023-10-03,Amazon,Groceries,47380.3
TXN01489,AP0377,2024-02-15,Ola,Dining,37854.52
TXN01490,AP0911,2024-12-16,Flipkart,Utilities,30333.62
TXN01491,AP0255,2023-10-04,Flipkart,Dining,31170.87
TXN01492,AP0688,2024-02-19,Uber,Travel,3646.64
TXN01493,AP0184,2023-07-18,MakeMyTrip,Entertainment,38527.18
TXN01494,AP0907,2023-12-28,Uber,Shopping,44684.68
TXN01495,AP0232,2024-10-06,Flipkart,Shopping,35449.28
TXN01496,AP0591,2023-11-15,Zomato,Groceries,33423.74
TXN01497,AP0960,2024-09-11,IRCTC,Shopping,8480.59
TXN01498,AP0865,2023-09-26,Amazon,Dining,32612.56
TXN01499,AP0789,2023-11-01,Swiggy,Utilities,32829.21
TXN01500,AP0736,2025-03-25,Amazon,Utilities,41466.47
TXN01501,AP0551,2024-11-08,MakeMyTrip,Dining,49774.5
TXN01502,AP0495,2023-06-20,Myntra,Dining,38352.97
TXN01503,AP0151,2024-05-19,Amazon,Groceries,10407.37
TXN01504,AP0380,2024-06-16,Ola,Groceries,41652.88
TXN01505,AP0778,2024-03-02,Uber,Dining,46421.01
TXN01506,AP0604,2024-12-20,MakeMyTrip,Groceries,43541.92
TXN01507,AP0726,2023-02-22,Flipkart,Utilities,33816.79
TXN01508,AP0002,2025-02-11,MakeMyTrip,Groceries,24492.34
TXN01509,AP0149,2024-09-07,MakeMyTrip,Utilities,1009.89
TXN01510,AP0361,2025-03-13,Zomato,Groceries,14496.12
TXN01511,AP0413,2024-12-19,Amazon,Groceries,11581.11
TXN01512,AP0943,2024-07-08,Swiggy,Dining,16130.8
TXN01513,AP0795,2023-06-04,IRCTC,Shopping,33780.9
TXN01514,AP0593,2024-03-01,IRCTC,Utilities,35333.36
TXN01515,AP0174,2024-05-19,Myntra,Groceries,26668.83
TXN01516,AP0238,2023-01-20,Ola,Shopping,22692.51
TXN01517,AP0250,2023-03-22,Ola,Shopping,6893.0
TXN01518,AP0677,2024-04-14,Amazon,Shopping,22605.71
TXN01519,AP0529,2023-10-10,Big Bazaar,Dining,776.91
TXN01520,AP0724,2023-06-27,Flipkart,Entertainment,49685.59
TXN01521,AP0927,2025-01-01,Myntra,Shopping,10342.62
TXN01522,AP0381,2024-04-14,MakeMyTrip,Dining,29007.6
TXN01523,AP0132,2025-03-04,Flipkart,Travel,42507.48
TXN01524,AP0599,2024-07-22,IRCTC,Utilities,28195.9
TXN01525,AP0701,2024-05-27,Ola,Utilities,10232.96
TXN01526,AP0189,2023-03-09,Big Bazaar,Shopping,4876.03
TXN01527,AP0042,2025-03-23,Uber,Groceries,37445.13
TXN01528,AP0962,2023-12-19,Amazon,Travel,33874.96
TXN01529,AP0914,2023-01-21,Swiggy,Dining,4822.75
TXN01530,AP0365,2024-08-13,Zomato,Shopping,1027.19
TXN01531,AP0850,2024-07-20,Myntra,Utilities,3963.4
TXN01532,AP0316,2023-06-26,Amazon,Utilities,20733.13
TXN01533,AP0035,2024-09-19,Ola,Dining,29101.39
TXN01534,AP0647,2024-01-21,IRCTC,Groceries,14489.26
TXN01535,AP0407,2023-08-28,Swiggy,Groceries,26394.66
TXN01536,AP0170,2023-06-13,Flipkart,Groceries,25691.44
TXN01537,AP0526,2024-06-02,Swiggy,Entertainment,12316.32
TXN01538,AP0140,2023-01-03,Flipkart,Travel,13909.49
TXN01539,AP0715,2023-06-21,Big Bazaar,Travel,36915.36
TXN01540,AP0250,2024-01-20,MakeMyTrip,Utilities,42093.0
TXN01541,AP0650,2024-06-19,IRCTC,Travel,49163.78
TXN01542,AP0579,2024-07-26,Ola,Travel,43223.84
TXN01543,AP0385,2023-04-14,Flipkart,Utilities,15449.75
TXN01544,AP0518,2024-07-16,Swiggy,Utilities,16191.42
TXN01545,AP0851,2023-12-02,Myntra,Groceries,19410.21
TXN01546,AP0589,2025-01-14,IRCTC,Travel,41795.75
TXN01547,AP0249,2023-01-19,Ola,Dining,2539.0
TXN01548,AP0796,2024-04-12,MakeMyTrip,Groceries,37244.31
TXN01549,AP0650,2023-08-05,Ola,Dining,22536.84
TXN01550,AP0445,2024-11-12,Uber,Shopping,36323.34
TXN01551,AP0773,2024-12-04,IRCTC,Shopping,10390.64
TXN01552,AP0423,2024-02-29,Ola,Shopping,27668.48
TXN01553,AP0425,2024-03-21,Big Bazaar,Travel,13746.78
TXN01554,AP0108,2024-03-11,Swiggy,Utilities,9640.92
TXN01555,AP0097,2023-05-19,Big Bazaar,Shopping,16816.65
TXN01556,AP0304,2023-09-23,Uber,Utilities,3373.01
TXN01557,AP0277,2023-06-29,Flipkart,Entertainment,35059.56
TXN01558,AP0955,2023-07-16,Swiggy,Utilities,45546.15
TXN01559,AP0965,2023-12-02,Swiggy,Entertainment,39562.94
TXN01560,AP0135,2024-11-18,Flipkart,Entertainment,31472.41
TXN01561,AP0102,2023-04-22,IRCTC,Entertainment,47948.43
TXN01562,AP0748,2024-11-06,Ola,Groceries,15562.13
TXN01563,AP0709,2024-11-04,Ola,Utilities,17488.41
TXN01564,AP0461,2023-10-04,Ola,Travel,31473.68
TXN01565,AP0073,2023-11-26,Big Bazaar,Entertainment,29408.88
TXN01566,AP0021,2024-12-16,Uber,Shopping,333.2
TXN01567,AP0773,2023-03-08,Ola,Shopping,40830.08
TXN01568,AP0015,2024-08-02,MakeMyTrip,Travel,46706.29
TXN01569,AP0441,2024-07-14,Zomato,Utilities,46097.2
TXN01570,AP0698,2023-09-25,Amazon,Shopping,37441.8
TXN01571,AP0789,2023-07-11,IRCTC,Shopping,11444.72
TXN01572,AP0392,2024-03-13,Uber,Travel,7945.82
TXN01573,AP0803,2023-12-20,Zomato,Groceries,9019.35
TXN01574,AP0278,2023-10-04,Swiggy,Shopping,1280.53
TXN01575,AP0394,2024-12-04,Amazon,Travel,14238.92
TXN01576,AP0770,2024-07-19,Flipkart,Utilities,27085.0
TXN01577,AP0123,2025-01-08,Flipkart,Groceries,26583.22
TXN01578,AP0497,2023-01-03,IRCTC,Dining,38515.16
TXN01579,AP0005,2023-01-25,Amazon,Utilities,13347.29
TXN01580,AP0027,2023-04-08,Big Bazaar,Utilities,46742.97
TXN01581,AP0510,2023-04-08,Flipkart,Travel,42853.16
TXN01582,AP0260,2024-04-10,Zomato,Utilities,5100.5
TXN01583,AP0632,2025-01-13,Myntra,Dining,43224.68
TXN01584,AP0183,2023-04-19,Amazon,Entertainment,40423.78
TXN01585,AP0212,2025-03-03,Swiggy,Groceries,18910.88
TXN01586,AP0860,2024-09-09,Myntra,Shopping,46040.66
TXN01587,AP0539,2024-12-08,Ola,Utilities,44778.55
TXN01588,AP0043,2023-02-03,IRCTC,Dining,49140.64
TXN01589,AP0024,2023-05-25,IRCTC,Utilities,22412.26
TXN01590,AP0721,2024-11-20,Zomato,Entertainment,15016.75
TXN01591,AP0427,2023-05-05,Flipkart,Travel,8176.61
TXN01592,AP0887,2025-03-09,Myntra,Shopping,18859.43
TXN01593,AP0119,2024-03-19,Big Bazaar,Utilities,43375.59
TXN01594,AP0827,2024-10-31,IRCTC,Dining,44748.67
TXN01595,AP0899,2023-04-14,Big Bazaar,Travel,19426.39
TXN01596,AP0941,2023-12-07,Big Bazaar,Dining,47473.66
TXN01597,AP0144,2023-03-18,Uber,Dining,39492.48
TXN01598,AP0247,2024-03-22,Zomato,Travel,28768.66
TXN01599,AP0266,2024-09-06,Ola,Dining,7826.97
TXN01600,AP0761,2024-09-23,Zomato,Groceries,15100.71
TXN01601,AP0431,2023-09-21,Big Bazaar,Utilities,45409.53
TXN01602,AP0589,2024-03-16,Myntra,Entertainment,19583.0
TXN01603,AP0420,2024-12-15,Uber,Utilities,20504.69
TXN01604,AP0791,2023-06-01,Uber,Groceries,49884.28
TXN01605,AP0490,2024-02-16,Amazon,Travel,43831.68
TXN01606,AP0885,2023-12-31,Swiggy,Shopping,31303.94
TXN01607,AP0065,2024-06-01,Uber,Entertainment,1565.63
TXN01608,AP0383,2024-02-02,Myntra,Utilities,25638.99
TXN01609,AP0335,2024-12-22,Big Bazaar,Travel,11586.3
TXN01610,AP0938,2024-07-12,Zomato,Dining,3189.2
TXN01611,AP0651,2023-08-31,Zomato,Entertainment,30913.39
TXN01612,AP0014,2024-07-07,Amazon,Utilities,12036.98
TXN01613,AP0450,2023-02-27,Zomato,Utilities,7778.0
TXN01614,AP0945,2023-09-21,Amazon,Entertainment,6425.12
TXN01615,AP0034,2025-03-19,Myntra,Travel,24973.16
TXN01616,AP0270,2023-09-11,Ola,Groceries,25121.94
TXN01617,AP0516,2023-07-24,IRCTC,Groceries,43644.47
TXN01618,AP0189,2024-12-20,Swiggy,Entertainment,24214.22
TXN01619,AP0854,2024-06-04,Flipkart,Dining,20054.69
TXN01620,AP0847,2024-02-19,Flipkart,Entertainment,33521.26
TXN01621,AP0048,2024-02-11,MakeMyTrip,Utilities,4251.34
TXN01622,AP0322,2024-06-30,Uber,Travel,1945.2
TXN01623,AP0132,2023-12-15,MakeMyTrip,Utilities,32308.55
TXN01624,AP0689,2023-03-04,IRCTC,Groceries,20813.01
